600000.SH,浦发银行,1999-11-10,N/A,3.6043,3.6409,3.2988,3.3904,174085100,4859102435,N/A,N/A,27.9122,54.4016,8880000000,N/A,66877500000,320000000,0,2410000000,77.8154,20.0622,22.3593,-22.9849,
600000.SH,浦发银行,1999-11-11,3.3904,3.3697,3.4674,3.3636,3.3856,29403500,821582199,-0.0049,-0.1441,27.9416,9.1886,8867200000,N/A,66781100000,320000000,0,2410000000,77.7032,20.0333,22.3271,-22.9517,
600000.SH,浦发银行,1999-11-12,3.3856,3.4039,3.4576,3.3929,3.4271,15008000,421591623,0.0415,1.227,28.0911,4.69,8976000000,N/A,67600500000,320000000,0,2410000000,78.6566,20.2791,22.601,-23.2334,
600000.SH,浦发银行,1999-11-15,3.4271,3.4454,3.4515,3.3843,3.3904,11921100,332952812,-0.0367,-1.0695,27.9297,3.7253,8880000000,N/A,66877500000,320000000,0,2410000000,77.8154,20.0622,22.3593,-22.9849,
600000.SH,浦发银行,1999-11-16,3.3904,3.4063,3.4173,3.2353,3.2438,23223100,628908296,-0.1466,-4.3243,27.0812,7.2572,8496000000,N/A,63985500000,320000000,0,2410000000,74.4504,19.1947,21.3924,-21.9909,
600000.SH,浦发银行,1999-11-17,3.2438,3.2377,3.3208,3.2218,3.3208,10052600,268995055,0.077,2.3729,26.7588,3.1414,8697600000,N/A,65503800000,320000000,0,2410000000,76.217,19.6501,21.9,-22.5127,
600000.SH,浦发银行,1999-11-18,3.3208,3.3232,3.3697,3.2719,3.3013,8446500,229577879,-0.0195,-0.5887,27.1802,2.6395,8646400000,N/A,65118200000,320000000,0,2410000000,75.7684,19.5344,21.7711,-22.3802,
600000.SH,浦发银行,1999-11-19,3.3013,3.3599,3.3636,3.2744,3.2842,5375000,145887121,-0.0171,-0.5181,27.1418,1.6797,8601600000,N/A,64780800000,320000000,0,2410000000,75.3758,19.4332,21.6583,-22.2643,
600000.SH,浦发银行,1999-11-22,3.2842,3.2842,3.2927,3.2133,3.2316,5535400,147086153,-0.0525,-1.5997,26.5719,1.7298,8464000000,N/A,63744500000,320000000,0,2410000000,74.17,19.1224,21.3119,-21.9081,
600000.SH,浦发银行,1999-11-23,3.2316,3.2316,3.2438,3.1889,3.2316,3844000,101224493,0,0,26.3331,1.2013,8464000000,N/A,63744500000,320000000,0,2410000000,74.17,19.1224,21.3119,-21.9081,
600000.SH,浦发银行,1999-11-24,3.2316,3.2304,3.2438,3.1779,3.2292,4098000,107344461,-0.0024,-0.0756,26.1944,1.2806,8457600000,N/A,63696300000,320000000,0,2410000000,74.1139,19.1079,21.2957,-21.8915,
600000.SH,浦发银行,1999-11-25,3.2292,3.2133,3.2573,3.1791,3.2255,5725300,150528185,-0.0037,-0.1135,26.2918,1.7892,8448000000,N/A,63624000000,320000000,0,2410000000,74.0298,19.0862,21.2716,-21.8667,
600000.SH,浦发银行,1999-11-26,3.2255,3.2292,3.2573,3.195,3.2316,2282700,60508935,0.0061,0.1894,26.5076,0.7133,8464000000,N/A,63744500000,320000000,0,2410000000,74.17,19.1224,21.3119,-21.9081,
600000.SH,浦发银行,1999-11-29,3.2316,3.2316,3.278,3.2035,3.217,2681200,71099577,-0.0147,-0.4537,26.5178,0.8379,8425600000,N/A,63455300000,320000000,0,2410000000,73.8335,19.0356,21.2152,-21.8087,
600000.SH,浦发银行,1999-11-30,3.217,3.2133,3.2377,3.1901,3.2255,2371400,62335742,0.0086,0.2659,26.2865,0.7411,8448000000,N/A,63624000000,320000000,0,2410000000,74.0298,19.0862,21.2716,-21.8667,
600000.SH,浦发银行,1999-12-01,3.2255,3.2145,3.2866,3.2023,3.2499,2865100,76287992,0.0244,0.7576,26.6266,0.8953,8512000000,N/A,64106000000,320000000,0,2410000000,74.5906,19.2308,21.4327,-22.0323,
600000.SH,浦发银行,1999-12-02,3.2499,3.2402,3.2646,3.2035,3.2084,1938500,51110241,-0.0415,-1.2782,26.3659,0.6058,8403200000,N/A,63286600000,320000000,0,2410000000,73.6372,18.985,21.1588,-21.7507,
600000.SH,浦发银行,1999-12-03,3.2084,3.2072,3.2561,3.2011,3.2206,2552600,67291877,0.0122,0.3808,26.3621,0.7977,8435200000,N/A,63527600000,320000000,0,2410000000,73.9176,19.0573,21.2393,-21.8336,
600000.SH,浦发银行,1999-12-06,3.2206,3.2133,3.2194,3.1278,3.1351,6984000,180516074,-0.0855,-2.6555,25.8471,2.1825,8211200000,N/A,61840600000,320000000,0,2410000000,71.9547,18.5512,20.6753,-21.2538,
600000.SH,浦发银行,1999-12-07,3.1351,3.1278,3.1583,3.1155,3.1278,3955800,101467905,-0.0073,-0.2338,25.6504,1.2362,8192000000,N/A,61696000000,320000000,0,2410000000,71.7864,18.5078,20.627,-21.2041,
600000.SH,浦发银行,1999-12-08,3.1278,3.1278,3.1473,3.1155,3.1192,2236500,57214358,-0.0086,-0.2734,25.5821,0.6989,8169600000,N/A,61527300000,320000000,0,2410000000,71.5902,18.4572,20.5706,-21.1461,
600000.SH,浦发银行,1999-12-09,3.1192,3.1155,3.1217,3.0911,3.0984,2564600,65136972,-0.0208,-0.6659,25.3985,0.8014,8115200000,N/A,61117600000,320000000,0,2410000000,71.1134,18.3343,20.4336,-21.0053,
600000.SH,浦发银行,1999-12-10,3.0984,3.0984,3.1889,3.0813,3.173,3553913,91041273,0.0745,2.4054,25.6172,1.1106,8310400000,N/A,62587700000,320000000,0,2410000000,72.824,18.7753,20.9251,-21.5105,
600000.SH,浦发银行,1999-12-13,3.173,3.1742,3.2316,3.1278,3.1669,7058400,184655963,-0.0061,-0.1925,26.1612,2.2058,8294400000,N/A,62467200000,320000000,0,2410000000,72.6838,18.7392,20.8848,-21.4691,
600000.SH,浦发银行,1999-12-14,3.1669,3.14,3.1766,3.14,3.1766,1618500,41845145,0.0098,0.3086,25.8543,0.5058,8320000000,N/A,62660000000,320000000,0,2410000000,72.9081,18.797,20.9493,-21.5354,
600000.SH,浦发银行,1999-12-15,3.1766,3.1766,3.2866,3.1644,3.2316,6797900,180407899,0.055,1.7308,26.5388,2.1243,8464000000,N/A,63744500000,320000000,0,2410000000,74.17,19.1224,21.3119,-21.9081,
600000.SH,浦发银行,1999-12-16,3.2316,3.2377,3.2377,3.1705,3.1766,3616200,94601476,-0.055,-1.7013,26.1605,1.1301,8320000000,N/A,62660000000,320000000,0,2410000000,72.9081,18.797,20.9493,-21.5354,
600000.SH,浦发银行,1999-12-17,3.1766,3.1766,3.1925,3.1168,3.1253,3565300,91807404,-0.0513,-1.6154,25.7503,1.1142,8185600000,N/A,61647800000,320000000,0,2410000000,71.7304,18.4934,20.6109,-21.1875,
600000.SH,浦发银行,1999-12-21,3.1253,3.1094,3.1217,3.0716,3.0838,4215300,106523995,-0.0415,-1.3292,25.2708,1.3173,8076800000,N/A,60828400000,320000000,0,2410000000,70.7769,18.2476,20.3369,-20.9059,
600000.SH,浦发银行,1999-12-22,3.0838,3.0838,3.0972,3.0606,3.0728,3083500,77614086,-0.011,-0.3566,25.1708,0.9636,8048000000,N/A,60611500000,320000000,0,2410000000,70.5246,18.1825,20.2644,-20.8313,
600000.SH,浦发银行,1999-12-23,3.0728,3.0789,3.0911,3.0178,3.0276,4161561,103557903,-0.0452,-1.4712,24.8844,1.3005,7929600000,N/A,59719800000,320000000,0,2410000000,69.487,17.915,19.9663,-20.5249,
600000.SH,浦发银行,1999-12-24,3.0276,3.0056,3.063,3.0044,3.0239,2832500,70142724,-0.0037,-0.1211,24.7635,0.8852,7920000000,N/A,59647500000,320000000,0,2410000000,69.4029,17.8933,19.9421,-20.5,
600000.SH,浦发银行,1999-12-27,3.0239,3.0239,3.0545,2.9934,3.0031,2233700,55170000,-0.0208,-0.6869,24.6989,0.698,7865600000,N/A,59237800000,320000000,0,2410000000,68.9262,17.7704,19.8051,-20.3592,
600000.SH,浦发银行,1999-12-28,3.0031,2.9983,3.0642,2.9934,3.0056,3176700,78430313,0.0024,0.0814,24.6892,0.9927,7872000000,N/A,59286000000,320000000,0,2410000000,68.9823,17.7849,19.8212,-20.3758,
600000.SH,浦发银行,1999-12-29,3.0056,3.019,3.0508,3.0019,3.0129,2284200,56436027,0.0073,0.2439,24.7071,0.7138,7891200000,N/A,59430600000,320000000,0,2410000000,69.1505,17.8283,19.8696,-20.4255,
600000.SH,浦发银行,1999-12-30,3.0129,3.0422,3.0532,3.0117,3.0239,2333200,57888237,0.011,0.365,24.8107,0.7291,7920000000,N/A,59647500000,320000000,0,2410000000,69.4029,17.8933,19.9421,-20.5,
600000.SH,浦发银行,2000-01-04,3.0239,3.052,3.1498,3.0239,3.1241,4496100,113946783,0.1002,3.3131,25.3435,1.405,8182400000,N/A,61623700000,320000000,0,2410000000,66.4986,7.9248,21.5051,31.7939,
600000.SH,浦发银行,2000-01-05,3.1241,3.1241,3.1742,3.0728,3.0887,5252800,134465427,-0.0354,-1.1341,25.5988,1.6415,8089600000,N/A,60924800000,320000000,0,2410000000,65.7444,7.8349,21.2612,31.4333,
600000.SH,浦发银行,2000-01-06,3.0887,3.0764,3.2133,3.0606,3.1754,6229700,160059798,0.0867,2.8085,25.693,1.9468,8316800000,N/A,62635900000,320000000,0,2410000000,67.5908,8.055,21.8583,32.3161,
600000.SH,浦发银行,2000-01-07,3.1754,3.2133,3.3599,3.1913,3.2866,21355300,575751082,0.1112,3.5013,26.9606,6.6735,8608000000,N/A,64829000000,320000000,0,2410000000,69.9574,8.337,22.6237,33.4476,
600000.SH,浦发银行,2000-01-10,3.2866,3.2988,3.4027,3.2634,3.3294,16539700,450453518,0.0428,1.3011,27.2347,5.1687,8720000000,N/A,65672500000,320000000,0,2410000000,70.8677,8.4455,22.918,33.8828,
600000.SH,浦发银行,2000-01-11,3.3294,3.3294,3.3355,3.1913,3.2011,9390800,251055911,-0.1283,-3.8532,26.7342,2.9346,8384000000,N/A,63142000000,320000000,0,2410000000,68.137,8.1201,22.0349,32.5772,
600000.SH,浦发银行,2000-01-12,3.2011,3.1766,3.1766,3.03,3.0691,35274900,889867340,-0.132,-4.1221,25.2266,8.8187,10048000000,N/A,60539200000,400000000,0,2410000000,65.3283,7.7853,21.1266,31.2344,
600000.SH,浦发银行,2000-01-13,3.0691,3.0545,3.085,3.03,3.0422,7975600,199244304,-0.0269,-0.8758,24.9817,1.9939,9960000000,N/A,60009000000,400000000,0,2410000000,64.7561,7.7172,20.9416,30.9608,
600000.SH,浦发银行,2000-01-14,3.0422,3.0398,3.0545,2.9213,2.9567,17861900,434206087,-0.0855,-2.8112,24.3091,4.4655,9680000000,N/A,58322000000,400000000,0,2410000000,62.9357,7.5002,20.3529,30.0904,
600000.SH,浦发银行,2000-01-17,2.9567,2.9421,2.986,2.9017,2.9812,8101500,194776964,0.0244,0.8264,24.0421,2.0254,9760000000,N/A,58804000000,400000000,0,2410000000,63.4558,7.5622,20.5211,30.3391,
600000.SH,浦发银行,2000-01-18,2.9812,2.9934,3.0019,2.9176,2.9494,7693300,185091684,-0.0318,-1.0656,24.0588,1.9233,9656000000,N/A,58177400000,400000000,0,2410000000,62.7797,7.4816,20.3024,30.0158,
600000.SH,浦发银行,2000-01-19,2.9494,2.9494,2.9677,2.9298,2.9482,4658400,112325238,-0.0012,-0.0414,24.1124,1.1646,9652000000,N/A,58153300000,400000000,0,2410000000,62.7536,7.4785,20.294,30.0034,
600000.SH,浦发银行,2000-01-20,2.9482,2.9469,3.0117,2.9445,2.986,5114400,124668176,0.0379,1.2847,24.3759,1.2786,9776000000,N/A,58900400000,400000000,0,2410000000,63.5598,7.5746,20.5547,30.3888,
600000.SH,浦发银行,2000-01-21,2.986,2.9946,3.0093,2.9421,2.9653,8138700,197523215,-0.0208,-0.6956,24.2696,2.0347,9708000000,N/A,58490700000,400000000,0,2410000000,63.1177,7.5219,20.4117,30.1775,
600000.SH,浦发银行,2000-01-24,2.9653,2.9567,2.9628,2.9262,2.9543,9250300,222404435,-0.011,-0.3708,24.0429,2.3126,9672000000,N/A,58273800000,400000000,0,2410000000,62.8837,7.494,20.3361,30.0656,
600000.SH,浦发银行,2000-01-25,2.9543,2.9543,3.074,2.9543,3.0044,7742300,191183031,0.0501,1.6956,24.6933,1.9356,9836000000,N/A,59261900000,400000000,0,2410000000,63.9499,7.6211,20.6809,30.5754,
600000.SH,浦发银行,2000-01-26,3.0044,3.0056,3.03,2.9702,2.9824,2737700,67037918,-0.022,-0.732,24.4869,0.6844,9764000000,N/A,58828100000,400000000,0,2410000000,63.4818,7.5653,20.5295,30.3515,
600000.SH,浦发银行,2000-01-27,2.9824,2.9897,3.0276,2.9567,3.0044,6335000,154926927,0.022,0.7374,24.4557,1.5837,9836000000,N/A,59261900000,400000000,0,2410000000,63.9499,7.6211,20.6809,30.5754,
600000.SH,浦发银行,2000-01-28,3.0044,3.0056,3.0667,3.0007,3.0593,12362700,307633593,0.055,1.83,24.884,3.0907,10016000000,N/A,60346400000,400000000,0,2410000000,65.1202,7.7605,21.0593,31.1349,
600000.SH,浦发银行,2000-02-14,3.0593,3.1766,3.3575,3.1155,3.3232,23739100,628039000,0.2639,8.6262,26.4559,5.9348,10880000000,N/A,65552000000,400000000,0,2410000000,70.7376,8.43,22.876,33.8206,
600000.SH,浦发银行,2000-02-15,3.3232,3.3232,3.3575,3.1339,3.1375,26267700,693158484,-0.1857,-5.5882,26.3882,6.5669,10272000000,N/A,61888800000,400000000,0,2410000000,66.7846,7.9589,21.5976,31.9307,
600000.SH,浦发银行,2000-02-16,3.1375,3.1155,3.1217,3.0435,3.0789,19069100,478863316,-0.0586,-1.8692,25.112,4.7673,10080000000,N/A,60732000000,400000000,0,2410000000,65.5363,7.8101,21.1939,31.3338,
600000.SH,浦发银行,2000-02-17,3.0789,3.085,3.2255,2.9604,3.0422,23044800,579973766,-0.0367,-1.1905,25.1672,5.7612,9960000000,N/A,60009000000,400000000,0,2410000000,64.7561,7.7172,20.9416,30.9608,
600000.SH,浦发银行,2000-02-18,3.0422,3.0422,3.0545,2.9689,3.0154,9693500,237689141,-0.0269,-0.8835,24.5205,2.4234,9872000000,N/A,59478800000,400000000,0,2410000000,64.184,7.649,20.7566,30.6873,
600000.SH,浦发银行,2000-02-21,3.0154,3.0239,3.2133,2.9567,3.1522,25510600,650679608,0.1368,4.5381,25.5062,6.3777,10320000000,N/A,62178000000,400000000,0,2410000000,67.0967,7.9961,21.6985,32.0799,
600000.SH,浦发银行,2000-02-22,3.1522,3.162,3.1766,3.0056,3.0239,10517500,264067019,-0.1283,-4.0698,25.1074,2.6294,9900000000,N/A,59647500000,400000000,0,2410000000,64.366,7.6707,20.8154,30.7743,
600000.SH,浦发银行,2000-02-23,3.0239,3.0056,3.085,2.9934,3.0056,6914600,171007817,-0.0183,-0.6061,24.7314,1.7287,9840000000,N/A,59286000000,400000000,0,2410000000,63.9759,7.6242,20.6893,30.5878,
600000.SH,浦发银行,2000-02-24,3.0056,3.0056,3.0545,2.9934,3.0325,4648100,114760607,0.0269,0.8943,24.6898,1.162,9928000000,N/A,59816200000,400000000,0,2410000000,64.5481,7.6924,20.8743,30.8613,
600000.SH,浦发银行,2000-02-25,3.0325,3.0422,3.0508,2.9934,3.0056,5814800,143173184,-0.0269,-0.8864,24.6222,1.4537,9840000000,N/A,59286000000,400000000,0,2410000000,63.9759,7.6242,20.6893,30.5878,
600000.SH,浦发银行,2000-02-28,3.0056,3.0056,3.085,2.975,3.0642,9373400,231796184,0.0586,1.9512,24.7291,2.3434,10032000000,N/A,60442800000,400000000,0,2410000000,65.2243,7.7729,21.093,31.1846,
600000.SH,浦发银行,2000-02-29,3.0642,3.0801,3.1278,3.03,3.0752,10955900,275768296,0.011,0.3589,25.1708,2.739,10068000000,N/A,60659700000,400000000,0,2410000000,65.4583,7.8008,21.1687,31.2965,
600000.SH,浦发银行,2000-03-01,3.0752,3.0789,3.311,3.0752,3.1546,41705100,1096015251,0.0794,2.5824,26.2801,10.4263,10328000000,N/A,62226200000,400000000,0,2410000000,67.1487,8.0023,21.7153,32.1047,
600000.SH,浦发银行,2000-03-02,3.1546,3.1498,3.1766,3.0667,3.1058,12999900,330633290,-0.0489,-1.5492,25.4335,3.25,10168000000,N/A,61262200000,400000000,0,2410000000,66.1085,7.8783,21.3789,31.6074,
600000.SH,浦发银行,2000-03-03,3.1058,3.1278,3.2622,3.1253,3.1766,16109800,420418261,0.0709,2.2817,26.0971,4.0274,10400000000,N/A,62660000000,400000000,0,2410000000,67.6169,8.0581,21.8667,32.3286,
600000.SH,浦发银行,2000-03-06,3.1766,3.2353,3.2866,3.1217,3.1278,20616200,542130542,-0.0489,-1.5385,26.2963,5.1541,10240000000,N/A,61696000000,400000000,0,2410000000,66.5766,7.9341,21.5303,31.8312,
600000.SH,浦发银行,2000-03-07,3.1278,3.0789,3.2133,3.0557,3.1522,11132900,284899208,0.0244,0.7813,25.5907,2.7832,10320000000,N/A,62178000000,400000000,0,2410000000,67.0967,7.9961,21.6985,32.0799,
600000.SH,浦发银行,2000-03-08,3.1522,3.1766,3.1986,3.107,3.1388,5771400,148007818,-0.0134,-0.4264,25.645,1.4428,10276000000,N/A,61912900000,400000000,0,2410000000,66.8107,7.962,21.606,31.9431,
600000.SH,浦发银行,2000-03-09,3.1388,3.14,3.3587,3.1009,3.2255,26491000,704219251,0.0867,2.7637,26.5833,6.6227,10560000000,N/A,63624000000,400000000,0,2410000000,68.6571,8.182,22.2031,32.8259,
600000.SH,浦发银行,2000-03-10,3.2255,3.2255,3.2377,3.1168,3.1302,10570000,273452598,-0.0953,-2.9545,25.8706,2.6425,10248000000,N/A,61744200000,400000000,0,2410000000,66.6286,7.9403,21.5471,31.8561,
600000.SH,浦发银行,2000-03-13,3.1302,3.1278,3.1742,3.0984,3.1192,5566400,142355325,-0.011,-0.3513,25.574,1.3916,10212000000,N/A,61527300000,400000000,0,2410000000,66.3946,7.9124,21.4714,31.7442,
600000.SH,浦发银行,2000-03-14,3.1192,3.0545,3.1058,3.03,3.1058,11375200,285003725,-0.0134,-0.4309,25.0548,2.8438,10168000000,N/A,61262200000,400000000,0,2410000000,66.1085,7.8783,21.3789,31.6074,
600000.SH,浦发银行,2000-03-15,3.1058,3.1033,3.1058,3.0545,3.0716,4220000,106073477,-0.0342,-1.1015,25.1359,1.055,10056000000,N/A,60587400000,400000000,0,2410000000,65.3803,7.7915,21.1434,31.2592,
600000.SH,浦发银行,2000-03-16,3.0716,3.0545,3.0642,2.9665,2.9934,7570200,187216559,-0.0782,-2.5457,24.7307,1.8926,9800000000,N/A,59045000000,400000000,0,2410000000,63.7159,7.5932,20.6052,30.4634,
600000.SH,浦发银行,2000-03-17,2.9934,2.9934,3.0789,2.9812,3.0374,4270400,106042791,0.044,1.4694,24.8321,1.0676,9944000000,N/A,59912600000,400000000,0,2410000000,64.6521,7.7048,20.908,30.9111,
600000.SH,浦发银行,2000-03-20,3.0374,2.9934,3.0789,2.9934,3.0569,4387600,109489001,0.0195,0.6436,24.9542,1.0969,10008000000,N/A,60298200000,400000000,0,2410000000,65.0682,7.7543,21.0425,31.11,
600000.SH,浦发银行,2000-03-21,3.0569,3.0764,3.0789,3.0325,3.0545,4409900,110102522,-0.0024,-0.0799,24.9671,1.1025,10000000000,N/A,60250000000,400000000,0,2410000000,65.0162,7.7481,21.0257,31.0851,
600000.SH,浦发银行,2000-03-22,3.0545,3.0642,3.1412,3.0398,3.096,4522000,114100496,0.0415,1.36,25.2323,1.1305,10136000000,N/A,61069400000,400000000,0,2410000000,65.9004,7.8535,21.3116,31.5079,
600000.SH,浦发银行,2000-03-23,3.096,3.0972,3.1375,3.0789,3.1168,5887200,149693415,0.0208,0.6709,25.4269,1.4718,10204000000,N/A,61479100000,400000000,0,2410000000,66.3425,7.9062,21.4546,31.7193,
600000.SH,浦发银行,2000-03-24,3.1168,3.1779,3.3049,3.1168,3.1168,21856400,575302201,0,0,26.3219,5.4641,10204000000,N/A,61479100000,400000000,0,2410000000,66.3425,7.9062,21.4546,31.7193,
600000.SH,浦发银行,2000-03-27,3.1168,3.1412,3.2084,3.1033,3.1644,6161100,158738686,0.0476,1.5288,25.7647,1.5403,10360000000,N/A,62419000000,400000000,0,2410000000,67.3568,8.0271,21.7826,32.2042,
600000.SH,浦发银行,2000-03-28,3.1644,3.1803,3.2133,3.085,3.1155,7074200,180806578,-0.0489,-1.5444,25.5586,1.7686,10200000000,N/A,61455000000,400000000,0,2410000000,66.3165,7.9031,21.4462,31.7069,
600000.SH,浦发银行,2000-03-29,3.1155,3.1217,3.14,3.0618,3.0764,7495200,189202622,-0.0391,-1.2549,25.2432,1.8738,10072000000,N/A,60683800000,400000000,0,2410000000,65.4843,7.8039,21.1771,31.309,
600000.SH,浦发银行,2000-03-30,3.0764,3.085,3.1424,3.085,3.1009,4400800,111744655,0.0244,0.7943,25.3919,1.1002,10152000000,N/A,61165800000,400000000,0,2410000000,66.0045,7.8659,21.3453,31.5576,
600000.SH,浦发银行,2000-03-31,3.1009,3.1094,3.1253,3.0667,3.0813,4320400,109090852,-0.0195,-0.6304,25.2502,1.0801,10088000000,N/A,60780200000,400000000,0,2410000000,65.5884,7.8163,21.2107,31.3587,
600000.SH,浦发银行,2000-04-03,3.0813,3.0789,3.1155,3.0667,3.0838,3498400,88393318,0.0024,0.0793,25.2668,0.8746,10096000000,N/A,60828400000,400000000,0,2410000000,65.6404,7.8225,21.2275,31.3836,
600000.SH,浦发银行,2000-04-04,3.0838,3.0789,3.0789,3.0374,3.0422,4307100,107536323,-0.0415,-1.3471,24.9672,1.0768,9960000000,N/A,60009000000,400000000,0,2410000000,64.7561,7.7172,20.9416,30.9608,
600000.SH,浦发银行,2000-04-05,3.0422,3.0422,3.1143,3.0398,3.0728,3427000,85948606,0.0305,1.004,25.0798,0.8568,10060000000,N/A,60611500000,400000000,0,2410000000,65.4063,7.7946,21.1519,31.2717,
600000.SH,浦发银行,2000-04-06,3.0728,3.0728,3.1021,3.0618,3.0923,2927600,73823696,0.0195,0.6362,25.2165,0.7319,10124000000,N/A,60997100000,400000000,0,2410000000,65.8224,7.8442,21.2864,31.4706,
600000.SH,浦发银行,2000-04-07,3.0923,3.1058,3.1644,3.1009,3.1388,6006300,154300910,0.0464,1.5014,25.6898,1.5016,10276000000,N/A,61912900000,400000000,0,2410000000,66.8107,7.962,21.606,31.9431,
600000.SH,浦发银行,2000-04-10,3.1388,3.1424,3.1644,3.107,3.1204,3327800,85045430,-0.0183,-0.5839,25.5561,0.832,10216000000,N/A,61551400000,400000000,0,2410000000,66.4206,7.9155,21.4799,31.7566,
600000.SH,浦发银行,2000-04-11,3.1204,3.1278,3.1864,3.1033,3.1229,6213900,159922397,0.0024,0.0783,25.7362,1.5535,10224000000,N/A,61599600000,400000000,0,2410000000,66.4726,7.9217,21.4967,31.7815,
600000.SH,浦发银行,2000-04-12,3.1229,3.1302,3.1766,3.0972,3.1094,4634400,119159205,-0.0134,-0.4304,25.7119,1.1586,10180000000,N/A,61334500000,400000000,0,2410000000,66.1865,7.8876,21.4042,31.6447,
600000.SH,浦发银行,2000-04-13,3.1094,3.1094,3.162,3.1033,3.1278,4206500,107735819,0.0183,0.5894,25.6117,1.0516,10240000000,N/A,61696000000,400000000,0,2410000000,66.5766,7.9341,21.5303,31.8312,
600000.SH,浦发银行,2000-04-14,3.1278,3.1375,3.2011,3.1278,3.1559,11250500,291591767,0.0281,0.8984,25.9181,2.8126,10332000000,N/A,62250300000,400000000,0,2410000000,67.1747,8.0054,21.7238,32.1172,
600000.SH,浦发银行,2000-04-17,3.1559,3.1766,3.2011,3.0764,3.0911,7976900,204556962,-0.0648,-2.0519,25.6437,1.9942,10120000000,N/A,60973000000,400000000,0,2410000000,65.7964,7.8411,21.278,31.4582,
600000.SH,浦发银行,2000-04-18,3.0911,3.0923,3.1094,3.0557,3.0936,3894500,98184097,0.0024,0.0791,25.211,0.9736,10128000000,N/A,61021200000,400000000,0,2410000000,65.8484,7.8473,21.2948,31.483,
600000.SH,浦发银行,2000-04-19,3.0936,3.1094,3.1498,3.0777,3.0911,2755600,69942881,-0.0024,-0.079,25.3821,0.6889,10120000000,N/A,60973000000,400000000,0,2410000000,65.7964,7.8411,21.278,31.4582,
600000.SH,浦发银行,2000-04-20,3.0911,3.0911,3.1155,3.0777,3.0936,3636700,91864727,0.0024,0.0791,25.2605,0.9092,10128000000,N/A,61021200000,400000000,0,2410000000,65.8484,7.8473,21.2948,31.483,
600000.SH,浦发银行,2000-04-21,3.0936,3.0545,3.1143,3.0545,3.0728,3965500,99685689,-0.0208,-0.6714,25.1382,0.9914,10060000000,N/A,60611500000,400000000,0,2410000000,65.4063,7.7946,21.1519,31.2717,
600000.SH,浦发银行,2000-04-24,3.0728,3.0728,3.0789,3.0239,3.0325,5913800,147290986,-0.0403,-1.3121,24.9063,1.4785,9928000000,N/A,59816200000,400000000,0,2410000000,64.5481,7.6924,20.8743,30.8613,
600000.SH,浦发银行,2000-04-25,3.0325,3.0312,3.0655,3.0276,3.0349,2309500,57489169,0.0024,0.0806,24.8925,0.5774,9936000000,N/A,59864400000,400000000,0,2410000000,64.6001,7.6986,20.8911,30.8862,
600000.SH,浦发银行,2000-04-26,3.0349,3.0398,3.1241,3.03,3.0545,3559400,89234644,0.0195,0.6441,25.0701,0.8899,10000000000,N/A,60250000000,400000000,0,2410000000,65.0162,7.7481,21.0257,31.0851,
600000.SH,浦发银行,2000-04-27,3.0545,3.0545,3.0789,3.0154,3.0227,3284200,81550296,-0.0318,-1.04,24.8311,0.8211,9896000000,N/A,59623400000,400000000,0,2410000000,64.34,7.6676,20.807,30.7619,
600000.SH,浦发银行,2000-04-28,3.0227,3.0227,3.0545,3.0117,3.0545,3210800,79526614,0.0318,1.0509,24.7685,0.8027,10000000000,N/A,60250000000,400000000,0,2410000000,65.0162,7.7481,21.0257,31.0851,
600000.SH,浦发银行,2000-05-08,3.0545,3.0545,3.0545,3.0545,3.0545,N/A,N/A,0,0,N/A,N/A,10000000000,N/A,60250000000,400000000,0,2410000000,65.0162,7.7481,21.0257,31.0851,
600000.SH,浦发银行,2000-05-09,3.0545,3.0422,3.0422,2.975,2.9848,2606100,63808332,-0.0696,-2.28,24.4842,0.6515,9772000000,N/A,58876300000,400000000,0,2410000000,63.5338,7.5715,20.5463,30.3764,
600000.SH,浦发银行,2000-05-10,2.9848,2.9812,2.9946,2.9298,2.9323,5873800,141397664,-0.0525,-1.7601,24.0726,1.4685,9600000000,N/A,57840000000,400000000,0,2410000000,62.4156,7.4382,20.1847,29.8417,
600000.SH,浦发银行,2000-05-11,2.9323,2.9323,2.9653,2.9078,2.9201,3388300,81370247,-0.0122,-0.4167,24.0151,0.8471,9560000000,N/A,57599000000,400000000,0,2410000000,62.1555,7.4072,20.1006,29.7174,
600000.SH,浦发银行,2000-05-12,2.9201,2.9237,2.9445,2.914,2.9249,2969300,71131310,0.0049,0.1674,23.9556,0.7423,9576000000,N/A,57695400000,400000000,0,2410000000,62.2595,7.4196,20.1342,29.7671,
600000.SH,浦发银行,2000-05-15,2.9249,2.9262,2.9323,2.8113,2.8174,4078300,94939549,-0.1075,-3.6759,23.2792,1.0196,9224000000,N/A,55574600000,400000000,0,2410000000,59.9709,7.1469,19.3941,28.6729,
600000.SH,浦发银行,2000-05-16,2.8174,2.8187,2.8651,2.8174,2.8345,2071300,48081624,0.0171,0.6071,23.2133,0.5178,9280000000,N/A,55912000000,400000000,0,2410000000,60.335,7.1903,19.5118,28.847,
600000.SH,浦发银行,2000-05-17,2.8345,2.8406,2.8529,2.8174,2.8284,2133600,49378357,-0.0061,-0.2155,23.1432,0.5334,9260000000,N/A,55791500000,400000000,0,2410000000,60.205,7.1748,19.4698,28.7848,
